metier;area_management;number_cell_management;number_cell_metier;number_cell_intersection
G_low_activity_2_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;102;23
G_low_activity_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;102;16
G_low_activity_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;102;0
G_low_activity_2_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;102;102
G_low_activity_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;102;20
G_low_activity_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;94;25
G_low_activity_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;94;13
G_low_activity_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;94;0
G_low_activity_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;94;94
G_low_activity_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;94;21
G_low_activity_2_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;96;9
G_low_activity_2_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;96;17
G_low_activity_2_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;96;0
G_low_activity_2_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;96;96
G_low_activity_2_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;96;19
G_low_activity_2_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;92;8
G_low_activity_2_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;92;11
G_low_activity_2_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;92;0
G_low_activity_2_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;92;92
G_low_activity_2_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;92;27
G_low_activity_2_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;13;0
G_low_activity_2_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
G_low_activity_2_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;13;0
G_low_activity_2_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;13;13
G_low_activity_2_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
G_LOW_Zhigh @ 15-Inf;zbsi_penatules;106;105;36
G_LOW_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;105;9
G_LOW_Zhigh @ 15-Inf;Zone_Coraux;48;105;6
G_LOW_Zhigh @ 15-Inf;zone_FermG;702;105;105
G_LOW_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;105;22
G_LOW_Zhigh @ bob_south-12-15;zbsi_penatules;106;21;2
G_LOW_Zhigh @ bob_south-12-15;Zone_3miles-2rectSud;52;21;3
G_LOW_Zhigh @ bob_south-12-15;Zone_Coraux;48;21;0
G_LOW_Zhigh @ bob_south-12-15;zone_FermG;702;21;21
G_LOW_Zhigh @ bob_south-12-15;Zone_ZFH_FrayereSole;56;21;10
G_LOW_Zlow @ 15-Inf;zbsi_penatules;106;108;29
G_LOW_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;108;4
G_LOW_Zlow @ 15-Inf;Zone_Coraux;48;108;9
G_LOW_Zlow @ 15-Inf;zone_FermG;702;108;108
G_LOW_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;108;23
G_LOW_Zlow @ bob_south-12-15;zbsi_penatules;106;64;15
G_LOW_Zlow @ bob_south-12-15;Zone_3miles-2rectSud;52;64;14
G_LOW_Zlow @ bob_south-12-15;Zone_Coraux;48;64;3
G_LOW_Zlow @ bob_south-12-15;zone_FermG;702;64;64
G_LOW_Zlow @ bob_south-12-15;Zone_ZFH_FrayereSole;56;64;10
G_LOW_Zunique @ bob_north-12-15;zbsi_penatules;106;29;0
G_LOW_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;29;3
G_LOW_Zunique @ bob_north-12-15;Zone_Coraux;48;29;0
G_LOW_Zunique @ bob_north-12-15;zone_FermG;702;29;29
G_LOW_Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;29;16
G_metier_OTH-Zunique @ 15-Inf;zbsi_penatules;106;84;21
G_metier_OTH-Zunique @ 15-Inf;Zone_3miles-2rectSud;52;84;8
G_metier_OTH-Zunique @ 15-Inf;Zone_Coraux;48;84;0
G_metier_OTH-Zunique @ 15-Inf;zone_FermG;702;84;84
G_metier_OTH-Zunique @ 15-Inf;Zone_ZFH_FrayereSole;56;84;38
G_metier_OTH-Zunique @ bob_north-12-15;zbsi_penatules;106;121;27
G_metier_OTH-Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;121;11
G_metier_OTH-Zunique @ bob_north-12-15;Zone_Coraux;48;121;0
G_metier_OTH-Zunique @ bob_north-12-15;zone_FermG;702;121;121
G_metier_OTH-Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;121;41
G_metier_OTH-Zunique @ bob_south-12-15;zbsi_penatules;106;191;61
G_metier_OTH-Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;191;16
G_metier_OTH-Zunique @ bob_south-12-15;Zone_Coraux;48;191;5
G_metier_OTH-Zunique @ bob_south-12-15;zone_FermG;702;191;191
G_metier_OTH-Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;191;55
G_metier_OTH-Zunique @ other-12-15;zbsi_penatules;106;58;4
G_metier_OTH-Zunique @ other-12-15;Zone_3miles-2rectSud;52;58;9
G_metier_OTH-Zunique @ other-12-15;Zone_Coraux;48;58;0
G_metier_OTH-Zunique @ other-12-15;zone_FermG;702;58;58
G_metier_OTH-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;58;17
G_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;17;7
G_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;17;4
G_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;17;0
G_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;17;17
G_metier_OTH_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;17;0
G_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;114;11
G_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;114;13
G_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;114;5
G_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;114;114
G_metier_OTH_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;114;32
G_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;68;6
G_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;68;8
G_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;68;0
G_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;68;68
G_metier_OTH_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;68;29
G_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;66;8
G_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;66;6
G_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;66;4
G_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;66;66
G_metier_OTH_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;66;17
G_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;zbsi_penatules;106;11;0
G_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_3miles-2rectSud;52;11;4
G_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_Coraux;48;11;0
G_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;zone_FermG;702;11;11
G_metier_OTH_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_ZFH_FrayereSole;56;11;1
G_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;111;25
G_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;111;10
G_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;111;0
G_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;111;111
G_metier_OTH_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;111;41
G_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;114;13
G_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;114;22
G_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;114;0
G_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;114;114
G_metier_OTH_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;114;21
G_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;112;10
G_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;112;22
G_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;112;0
G_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;112;112
G_metier_OTH_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;112;22
G_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;213;32
G_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;213;22
G_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;213;13
G_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;213;213
G_metier_OTH_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;213;41
G_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;200;43
G_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;200;22
G_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;200;4
G_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;200;200
G_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;200;44
G_metier_OTH_Zunique @ Flottille espèces autres-0-10;zbsi_penatules;106;1;0
G_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_3miles-2rectSud;52;1;1
G_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_Coraux;48;1;0
G_metier_OTH_Zunique @ Flottille espèces autres-0-10;zone_FermG;702;1;1
G_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_ZFH_FrayereSole;56;1;0
G_metier_OTH_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;119;15
G_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;119;22
G_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;119;0
G_metier_OTH_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;119;119
G_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;119;26
G_metier_OTH_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;250;60
G_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;250;22
G_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;250;10
G_metier_OTH_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;250;250
G_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;250;44
G_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;66;5
G_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;66;14
G_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;66;0
G_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;66;66
G_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;66;13
G_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;42;3
G_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;42;4
G_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;42;0
G_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;42;42
G_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;42;17
G_MIX_Zunique @ 15-Inf;zbsi_penatules;106;39;3
G_MIX_Zunique @ 15-Inf;Zone_3miles-2rectSud;52;39;1
G_MIX_Zunique @ 15-Inf;Zone_Coraux;48;39;0
G_MIX_Zunique @ 15-Inf;zone_FermG;702;39;39
G_MIX_Zunique @ 15-Inf;Zone_ZFH_FrayereSole;56;39;24
G_MIX_Zunique @ bob_north-12-15;zbsi_penatules;106;14;0
G_MIX_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;14;1
G_MIX_Zunique @ bob_north-12-15;Zone_Coraux;48;14;0
G_MIX_Zunique @ bob_north-12-15;zone_FermG;702;14;14
G_MIX_Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;14;11
G_MIX_Zunique @ bob_south-12-15;zbsi_penatules;106;20;3
G_MIX_Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;20;1
G_MIX_Zunique @ bob_south-12-15;Zone_Coraux;48;20;0
G_MIX_Zunique @ bob_south-12-15;zone_FermG;702;20;20
G_MIX_Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;20;13
G_MNZ-Zunique @ other-12-15;zbsi_penatules;106;26;3
G_MNZ-Zunique @ other-12-15;Zone_3miles-2rectSud;52;26;1
G_MNZ-Zunique @ other-12-15;Zone_Coraux;48;26;0
G_MNZ-Zunique @ other-12-15;zone_FermG;702;26;26
G_MNZ-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;26;3
G_MNZ_Zhigh @ 15-Inf;zbsi_penatules;106;24;4
G_MNZ_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;24;0
G_MNZ_Zhigh @ 15-Inf;Zone_Coraux;48;24;0
G_MNZ_Zhigh @ 15-Inf;zone_FermG;702;24;24
G_MNZ_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;24;14
G_MNZ_Zlow @ 15-Inf;zbsi_penatules;106;94;10
G_MNZ_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;94;8
G_MNZ_Zlow @ 15-Inf;Zone_Coraux;48;94;3
G_MNZ_Zlow @ 15-Inf;zone_FermG;702;94;94
G_MNZ_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;94;24
G_MNZ_Zunique @ bob_north-12-15;zbsi_penatules;106;24;0
G_MNZ_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;24;3
G_MNZ_Zunique @ bob_north-12-15;Zone_Coraux;48;24;0
G_MNZ_Zunique @ bob_north-12-15;zone_FermG;702;24;24
G_MNZ_Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;24;12
G_MNZ_Zunique @ bob_south-12-15;zbsi_penatules;106;35;9
G_MNZ_Zunique @ bob_south-12-15;Zone_3miles-2rectSud;52;35;3
G_MNZ_Zunique @ bob_south-12-15;Zone_Coraux;48;35;2
G_MNZ_Zunique @ bob_south-12-15;zone_FermG;702;35;35
G_MNZ_Zunique @ bob_south-12-15;Zone_ZFH_FrayereSole;56;35;11
G_SOL-Zunique @ other-12-15;zbsi_penatules;106;105;30
G_SOL-Zunique @ other-12-15;Zone_3miles-2rectSud;52;105;9
G_SOL-Zunique @ other-12-15;Zone_Coraux;48;105;1
G_SOL-Zunique @ other-12-15;zone_FermG;702;105;105
G_SOL-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;105;31
G_SOL_Zhigh @ 15-Inf;zbsi_penatules;106;48;9
G_SOL_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;48;5
G_SOL_Zhigh @ 15-Inf;Zone_Coraux;48;48;0
G_SOL_Zhigh @ 15-Inf;zone_FermG;702;48;48
G_SOL_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;48;22
G_SOL_Zhigh @ bob_south-12-15;zbsi_penatules;106;66;9
G_SOL_Zhigh @ bob_south-12-15;Zone_3miles-2rectSud;52;66;7
G_SOL_Zhigh @ bob_south-12-15;Zone_Coraux;48;66;0
G_SOL_Zhigh @ bob_south-12-15;zone_FermG;702;66;66
G_SOL_Zhigh @ bob_south-12-15;Zone_ZFH_FrayereSole;56;66;32
G_SOL_Zlow @ 15-Inf;zbsi_penatules;106;260;73
G_SOL_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;260;20
G_SOL_Zlow @ 15-Inf;Zone_Coraux;48;260;23
G_SOL_Zlow @ 15-Inf;zone_FermG;702;260;260
G_SOL_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;260;34
G_SOL_Zlow @ bob_south-12-15;zbsi_penatules;106;72;23
G_SOL_Zlow @ bob_south-12-15;Zone_3miles-2rectSud;52;72;14
G_SOL_Zlow @ bob_south-12-15;Zone_Coraux;48;72;5
G_SOL_Zlow @ bob_south-12-15;zone_FermG;702;72;72
G_SOL_Zlow @ bob_south-12-15;Zone_ZFH_FrayereSole;56;72;10
G_SOL_Zunique @ bob_north-12-15;zbsi_penatules;106;45;4
G_SOL_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;45;4
G_SOL_Zunique @ bob_north-12-15;Zone_Coraux;48;45;0
G_SOL_Zunique @ bob_north-12-15;zone_FermG;702;45;45
G_SOL_Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;45;24
L_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;29;2
L_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;29;6
L_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;29;0
L_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;29;29
L_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;29;2
L_1_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;11;0
L_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;11;4
L_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;11;0
L_1_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;11;11
L_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;11;1
L_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;12;1
L_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;12;3
L_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;12;0
L_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;12;12
L_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;12;0
L_1_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;12;1
L_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;12;3
L_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;12;0
L_1_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;12;12
L_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;12;0
L_1_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;15;5
L_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;15;0
L_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;15;0
L_1_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;15;15
L_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;15;9
L_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;71;11
L_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;71;15
L_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;71;0
L_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;71;71
L_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;71;16
L_1_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;80;4
L_1_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;80;16
L_1_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;80;0
L_1_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;80;80
L_1_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;80;18
L_1_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;32;2
L_1_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;32;6
L_1_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;32;0
L_1_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;32;32
L_1_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;32;15
L_1_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;57;1
L_1_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;57;14
L_1_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;57;0
L_1_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;57;57
L_1_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;57;7
L_1_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;3;0
L_1_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;3;0
L_1_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;3;0
L_1_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;3;3
L_1_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;3;3
L_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;165;54
L_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;165;14
L_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;165;6
L_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;165;165
L_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;165;38
L_3_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;95;12
L_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;95;16
L_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;95;0
L_3_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;95;95
L_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;95;29
L_3_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;13;0
L_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
L_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;13;0
L_3_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;13;13
L_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
L_3_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;52;4
L_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;52;5
L_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;52;4
L_3_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;52;52
L_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;52;9
L_3_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;35;0
L_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;35;7
L_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;35;0
L_3_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;35;35
L_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;35;6
L_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;15;5
L_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;15;4
L_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;15;0
L_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;15;15
L_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;15;0
L_3_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;52;3
L_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;52;11
L_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;52;0
L_3_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;52;52
L_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;52;10
L_3_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;66;14
L_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;66;9
L_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;66;0
L_3_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;66;66
L_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;66;23
L_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;248;74
L_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;248;22
L_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;248;6
L_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;248;248
L_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;248;52
L_3_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;120;12
L_3_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;120;22
L_3_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;120;0
L_3_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;120;120
